Accident_ID,Location,Date,Severity,Weather,Vehicle_Type,Injuries,Fatalities,Cause,Road_Type,Vehicle_Speed,Alcohol_Involved,Road_Condition,Time
4242,Location_4242,2033-08-12,High,Snow,Truck,7,0,Road conditions,Rural road,85,False,Dry,1970-01-01 17:00:00
4243,Location_4243,2033-08-13,Low,Clear,Motorcycle,2,2,Human error,City street,72,False,Icy,1970-01-01 12:00:00
4244,Location_4244,2033-08-14,Low,Rain,Car,2,1,Road conditions,Highway,28,True,Icy,1970-01-01 00:00:00
4245,Location_4245,2033-08-15,Low,Snow,Motorcycle,1,2,Road conditions,Highway,88,False,Wet,1970-01-01 19:00:00
4246,Location_4246,2033-08-16,High,Rain,Motorcycle,0,2,Weather conditions,Highway,59,False,Icy,1970-01-01 16:00:00
4247,Location_4247,2033-08-17,Low,Rain,Car,3,1,Human error,Rural road,75,False,Dry,1970-01-01 04:00:00
4248,Location_4248,2033-08-18,High,Rain,Car,1,0,Road conditions,Highway,24,False,Wet,1970-01-01 11:00:00
4249,Location_4249,2033-08-19,Low,Rain,Truck,1,1,Weather conditions,Rural road,75,True,Dry,1970-01-01 10:00:00
4250,Location_4250,2033-08-20,Medium,Rain,Motorcycle,4,1,Weather conditions,Highway,91,True,Wet,1970-01-01 23:00:00
4251,Location_4251,2033-08-21,High,Snow,Truck,3,0,Weather conditions,Highway,24,False,Wet,1970-01-01 17:00:00
4252,Location_4252,2033-08-22,High,Clear,Car,0,2,Weather conditions,City street,88,False,Wet,1970-01-01 07:00:00
4253,Location_4253,2033-08-23,Low,Snow,Car,8,0,Weather conditions,Rural road,71,False,Dry,1970-01-01 23:00:00
4254,Location_4254,2033-08-24,High,Snow,Motorcycle,3,0,Road conditions,City street,92,False,Icy,1970-01-01 21:00:00
4255,Location_4255,2033-08-25,High,Snow,Truck,4,1,Road conditions,Rural road,52,True,Icy,1970-01-01 23:00:00
4256,Location_4256,2033-08-26,Medium,Snow,Truck,6,0,Human error,Highway,41,False,Icy,1970-01-01 12:00:00
4257,Location_4257,2033-08-27,Medium,Clear,Motorcycle,1,0,Road conditions,Highway,34,False,Icy,1970-01-01 01:00:00
4258,Location_4258,2033-08-28,Low,Snow,Motorcycle,7,0,Human error,Rural road,84,True,Dry,1970-01-01 22:00:00
4259,Location_4259,2033-08-29,Medium,Rain,Truck,1,2,Human error,City street,90,False,Icy,1970-01-01 15:00:00
4260,Location_4260,2033-08-30,Low,Snow,Car,9,2,Human error,Rural road,42,False,Icy,1970-01-01 11:00:00
4261,Location_4261,2033-08-31,Low,Snow,Car,4,1,Road conditions,Rural road,25,True,Wet,1970-01-01 07:00:00
4262,Location_4262,2033-09-01,Low,Clear,Motorcycle,1,1,Weather conditions,Rural road,77,False,Dry,1970-01-01 03:00:00
4263,Location_4263,2033-09-02,High,Clear,Truck,1,2,Human error,Highway,45,True,Wet,1970-01-01 13:00:00
4264,Location_4264,2033-09-03,Medium,Rain,Truck,3,0,Weather conditions,Rural road,31,False,Icy,1970-01-01 08:00:00
4265,Location_4265,2033-09-04,Low,Snow,Truck,3,1,Human error,Highway,96,True,Wet,1970-01-01 10:00:00
4266,Location_4266,2033-09-05,Medium,Snow,Car,7,1,Road conditions,City street,96,True,Icy,1970-01-01 15:00:00
4267,Location_4267,2033-09-06,Low,Snow,Car,5,0,Human error,Highway,21,False,Wet,1970-01-01 05:00:00
4268,Location_4268,2033-09-07,Medium,Rain,Truck,9,0,Road conditions,City street,51,False,Dry,1970-01-01 11:00:00
4269,Location_4269,2033-09-08,Medium,Clear,Truck,7,0,Weather conditions,City street,69,False,Wet,1970-01-01 18:00:00
4270,Location_4270,2033-09-09,Low,Rain,Motorcycle,6,0,Road conditions,City street,80,False,Wet,1970-01-01 15:00:00
4271,Location_4271,2033-09-10,High,Snow,Motorcycle,9,0,Weather conditions,Highway,30,True,Wet,1970-01-01 12:00:00
4272,Location_4272,2033-09-11,Medium,Clear,Truck,3,2,Road conditions,Rural road,87,False,Wet,1970-01-01 03:00:00
4273,Location_4273,2033-09-12,High,Clear,Truck,1,0,Human error,Highway,53,False,Icy,1970-01-01 11:00:00
4274,Location_4274,2033-09-13,High,Rain,Car,8,1,Human error,City street,99,False,Wet,1970-01-01 03:00:00
4275,Location_4275,2033-09-14,Low,Clear,Truck,1,2,Road conditions,Rural road,27,True,Dry,1970-01-01 16:00:00
4276,Location_4276,2033-09-15,Low,Clear,Motorcycle,0,1,Weather conditions,Highway,27,True,Wet,1970-01-01 13:00:00
4277,Location_4277,2033-09-16,Low,Snow,Car,7,0,Weather conditions,City street,34,True,Dry,1970-01-01 16:00:00
4278,Location_4278,2033-09-17,Medium,Snow,Motorcycle,9,1,Weather conditions,City street,24,True,Wet,1970-01-01 00:00:00
4279,Location_4279,2033-09-18,Low,Clear,Motorcycle,8,0,Road conditions,Rural road,38,True,Icy,1970-01-01 19:00:00
4280,Location_4280,2033-09-19,Low,Clear,Car,0,1,Road conditions,Highway,93,False,Dry,1970-01-01 00:00:00
4281,Location_4281,2033-09-20,Medium,Rain,Motorcycle,6,1,Road conditions,Rural road,28,False,Dry,1970-01-01 21:00:00
4282,Location_4282,2033-09-21,Medium,Rain,Truck,1,0,Road conditions,Rural road,76,False,Wet,1970-01-01 01:00:00
4283,Location_4283,2033-09-22,Low,Clear,Motorcycle,5,1,Weather conditions,Rural road,73,True,Icy,1970-01-01 16:00:00
4284,Location_4284,2033-09-23,Low,Snow,Car,4,2,Weather conditions,Rural road,48,False,Icy,1970-01-01 22:00:00
4285,Location_4285,2033-09-24,Low,Clear,Car,0,1,Road conditions,Highway,38,True,Dry,1970-01-01 21:00:00
4286,Location_4286,2033-09-25,Low,Clear,Car,1,2,Road conditions,Rural road,96,True,Wet,1970-01-01 00:00:00
4287,Location_4287,2033-09-26,High,Snow,Motorcycle,1,2,Weather conditions,City street,65,True,Icy,1970-01-01 11:00:00
4288,Location_4288,2033-09-27,High,Snow,Truck,9,1,Weather conditions,City street,99,True,Icy,1970-01-01 12:00:00
4289,Location_4289,2033-09-28,Low,Rain,Car,9,2,Human error,City street,81,True,Icy,1970-01-01 13:00:00
4290,Location_4290,2033-09-29,High,Rain,Truck,5,2,Road conditions,Rural road,79,False,Wet,1970-01-01 09:00:00
4291,Location_4291,2033-09-30,Medium,Rain,Car,0,1,Human error,City street,24,False,Wet,1970-01-01 11:00:00
4292,Location_4292,2033-10-01,High,Rain,Truck,3,0,Weather conditions,Highway,52,False,Dry,1970-01-01 21:00:00
4293,Location_4293,2033-10-02,High,Snow,Truck,9,0,Weather conditions,Rural road,74,False,Wet,1970-01-01 17:00:00
4294,Location_4294,2033-10-03,Low,Clear,Truck,4,2,Road conditions,Rural road,38,True,Icy,1970-01-01 06:00:00
4295,Location_4295,2033-10-04,High,Rain,Car,1,2,Human error,Rural road,36,False,Dry,1970-01-01 18:00:00
4296,Location_4296,2033-10-05,High,Rain,Motorcycle,1,0,Weather conditions,Highway,61,False,Wet,1970-01-01 14:00:00
4297,Location_4297,2033-10-06,High,Snow,Motorcycle,6,2,Human error,Rural road,41,True,Icy,1970-01-01 06:00:00
4298,Location_4298,2033-10-07,High,Snow,Motorcycle,6,0,Human error,Rural road,58,True,Icy,1970-01-01 13:00:00
4299,Location_4299,2033-10-08,Medium,Clear,Truck,5,1,Human error,City street,99,True,Dry,1970-01-01 08:00:00
4300,Location_4300,2033-10-09,Low,Clear,Car,0,2,Human error,City street,46,False,Dry,1970-01-01 04:00:00
4301,Location_4301,2033-10-10,Low,Snow,Truck,2,1,Human error,Rural road,95,False,Wet,1970-01-01 00:00:00
4302,Location_4302,2033-10-11,Medium,Rain,Car,8,0,Road conditions,Highway,65,False,Wet,1970-01-01 15:00:00
4303,Location_4303,2033-10-12,High,Rain,Truck,9,0,Road conditions,City street,47,True,Dry,1970-01-01 04:00:00
4304,Location_4304,2033-10-13,Medium,Rain,Car,0,1,Human error,Rural road,71,True,Dry,1970-01-01 23:00:00
4305,Location_4305,2033-10-14,High,Clear,Car,1,2,Road conditions,City street,84,True,Icy,1970-01-01 07:00:00
4306,Location_4306,2033-10-15,Medium,Rain,Car,7,1,Weather conditions,City street,58,True,Wet,1970-01-01 18:00:00
4307,Location_4307,2033-10-16,Low,Rain,Truck,6,1,Human error,Highway,37,True,Icy,1970-01-01 19:00:00
4308,Location_4308,2033-10-17,Low,Snow,Motorcycle,8,2,Road conditions,Rural road,41,True,Dry,1970-01-01 11:00:00
4309,Location_4309,2033-10-18,Low,Rain,Truck,9,0,Road conditions,City street,87,False,Dry,1970-01-01 07:00:00
4310,Location_4310,2033-10-19,High,Snow,Truck,3,1,Weather conditions,Rural road,30,True,Dry,1970-01-01 07:00:00
4311,Location_4311,2033-10-20,High,Rain,Car,3,1,Weather conditions,Highway,83,True,Wet,1970-01-01 22:00:00
4312,Location_4312,2033-10-21,Medium,Clear,Car,6,0,Weather conditions,Highway,90,True,Dry,1970-01-01 05:00:00
4313,Location_4313,2033-10-22,Medium,Rain,Motorcycle,0,1,Weather conditions,City street,76,True,Dry,1970-01-01 19:00:00
4314,Location_4314,2033-10-23,Low,Rain,Motorcycle,9,0,Human error,Highway,54,True,Wet,1970-01-01 08:00:00
4315,Location_4315,2033-10-24,High,Snow,Car,8,2,Road conditions,City street,56,True,Dry,1970-01-01 01:00:00
4316,Location_4316,2033-10-25,Medium,Snow,Motorcycle,1,0,Road conditions,Rural road,69,True,Wet,1970-01-01 17:00:00
4317,Location_4317,2033-10-26,High,Snow,Motorcycle,0,0,Weather conditions,City street,49,True,Dry,1970-01-01 00:00:00
4318,Location_4318,2033-10-27,High,Rain,Car,6,1,Road conditions,City street,36,True,Wet,1970-01-01 10:00:00
4319,Location_4319,2033-10-28,Low,Rain,Truck,5,0,Road conditions,Highway,52,False,Wet,1970-01-01 14:00:00
4320,Location_4320,2033-10-29,Low,Clear,Motorcycle,2,0,Road conditions,Rural road,35,False,Wet,1970-01-01 11:00:00
4321,Location_4321,2033-10-30,High,Rain,Car,0,1,Weather conditions,Rural road,34,False,Wet,1970-01-01 02:00:00
4322,Location_4322,2033-10-31,High,Clear,Motorcycle,4,0,Road conditions,City street,32,False,Icy,1970-01-01 18:00:00
4323,Location_4323,2033-11-01,High,Snow,Motorcycle,9,1,Road conditions,Rural road,22,True,Wet,1970-01-01 19:00:00
4324,Location_4324,2033-11-02,High,Snow,Car,3,2,Road conditions,Rural road,43,False,Wet,1970-01-01 18:00:00
4325,Location_4325,2033-11-03,Low,Snow,Motorcycle,4,0,Human error,City street,42,False,Wet,1970-01-01 09:00:00
4326,Location_4326,2033-11-04,Medium,Clear,Motorcycle,0,2,Human error,City street,78,True,Wet,1970-01-01 15:00:00
4327,Location_4327,2033-11-05,Low,Rain,Motorcycle,0,0,Road conditions,Rural road,74,True,Dry,1970-01-01 05:00:00
4328,Location_4328,2033-11-06,Medium,Snow,Truck,4,0,Road conditions,City street,84,True,Dry,1970-01-01 08:00:00
4329,Location_4329,2033-11-07,High,Rain,Truck,5,2,Road conditions,Highway,51,True,Wet,1970-01-01 07:00:00
4330,Location_4330,2033-11-08,Medium,Rain,Motorcycle,4,2,Road conditions,Rural road,79,False,Wet,1970-01-01 21:00:00
4331,Location_4331,2033-11-09,Low,Snow,Car,1,1,Road conditions,City street,49,True,Icy,1970-01-01 15:00:00
4332,Location_4332,2033-11-10,Low,Clear,Motorcycle,8,1,Road conditions,Rural road,85,True,Wet,1970-01-01 07:00:00
4333,Location_4333,2033-11-11,High,Rain,Motorcycle,4,2,Human error,Rural road,37,True,Wet,1970-01-01 23:00:00
4334,Location_4334,2033-11-12,Low,Snow,Truck,4,0,Weather conditions,Highway,78,False,Wet,1970-01-01 21:00:00
4335,Location_4335,2033-11-13,High,Rain,Truck,9,1,Road conditions,Highway,72,False,Dry,1970-01-01 17:00:00
4336,Location_4336,2033-11-14,Low,Rain,Truck,8,0,Road conditions,Rural road,83,True,Wet,1970-01-01 04:00:00
4337,Location_4337,2033-11-15,Low,Rain,Motorcycle,2,1,Road conditions,Highway,49,False,Wet,1970-01-01 19:00:00
4338,Location_4338,2033-11-16,High,Rain,Motorcycle,4,1,Weather conditions,City street,37,True,Icy,1970-01-01 11:00:00
4339,Location_4339,2033-11-17,Medium,Rain,Car,4,1,Road conditions,Rural road,24,False,Dry,1970-01-01 05:00:00
4340,Location_4340,2033-11-18,Low,Clear,Motorcycle,1,2,Road conditions,Highway,88,True,Icy,1970-01-01 01:00:00
4341,Location_4341,2033-11-19,Medium,Clear,Motorcycle,3,0,Weather conditions,Rural road,27,False,Wet,1970-01-01 03:00:00
4342,Location_4342,2033-11-20,Low,Snow,Truck,1,2,Road conditions,Rural road,28,False,Icy,1970-01-01 15:00:00
4343,Location_4343,2033-11-21,Low,Clear,Truck,4,1,Weather conditions,City street,51,False,Wet,1970-01-01 23:00:00
4344,Location_4344,2033-11-22,Low,Clear,Truck,9,2,Weather conditions,City street,33,True,Wet,1970-01-01 13:00:00
4345,Location_4345,2033-11-23,Low,Clear,Truck,1,2,Road conditions,City street,32,False,Dry,1970-01-01 16:00:00
4346,Location_4346,2033-11-24,Medium,Rain,Truck,9,2,Human error,Highway,37,False,Icy,1970-01-01 18:00:00
4347,Location_4347,2033-11-25,Medium,Rain,Car,8,0,Human error,Highway,87,False,Wet,1970-01-01 03:00:00
4348,Location_4348,2033-11-26,Low,Snow,Car,9,2,Road conditions,Highway,41,True,Icy,1970-01-01 17:00:00
4349,Location_4349,2033-11-27,Low,Snow,Car,5,2,Weather conditions,City street,39,False,Dry,1970-01-01 11:00:00
4350,Location_4350,2033-11-28,Medium,Snow,Truck,7,2,Weather conditions,Rural road,34,True,Wet,1970-01-01 01:00:00
4351,Location_4351,2033-11-29,High,Rain,Truck,8,2,Weather conditions,City street,26,True,Dry,1970-01-01 05:00:00
4352,Location_4352,2033-11-30,High,Clear,Truck,7,2,Road conditions,Highway,96,True,Icy,1970-01-01 05:00:00
4353,Location_4353,2033-12-01,Medium,Clear,Car,4,2,Human error,Highway,49,True,Icy,1970-01-01 02:00:00
4354,Location_4354,2033-12-02,Low,Rain,Truck,4,2,Weather conditions,Highway,24,True,Icy,1970-01-01 07:00:00
4355,Location_4355,2033-12-03,Low,Snow,Car,5,1,Weather conditions,City street,20,False,Wet,1970-01-01 11:00:00
4356,Location_4356,2033-12-04,High,Snow,Truck,0,2,Road conditions,Highway,79,True,Wet,1970-01-01 02:00:00
4357,Location_4357,2033-12-05,High,Snow,Motorcycle,7,2,Human error,City street,50,False,Wet,1970-01-01 01:00:00
4358,Location_4358,2033-12-06,Medium,Rain,Car,1,0,Human error,Rural road,39,False,Dry,1970-01-01 20:00:00
4359,Location_4359,2033-12-07,High,Snow,Motorcycle,5,1,Road conditions,City street,83,True,Icy,1970-01-01 22:00:00
4360,Location_4360,2033-12-08,Medium,Snow,Car,8,2,Human error,Highway,83,True,Icy,1970-01-01 00:00:00
4361,Location_4361,2033-12-09,High,Rain,Truck,2,0,Road conditions,Rural road,48,True,Icy,1970-01-01 17:00:00
4362,Location_4362,2033-12-10,High,Clear,Truck,1,2,Weather conditions,Highway,29,False,Dry,1970-01-01 17:00:00
4363,Location_4363,2033-12-11,High,Rain,Motorcycle,9,2,Road conditions,Rural road,48,False,Wet,1970-01-01 07:00:00
4364,Location_4364,2033-12-12,Low,Rain,Truck,4,2,Weather conditions,Highway,50,False,Dry,1970-01-01 21:00:00
4365,Location_4365,2033-12-13,Low,Rain,Car,8,2,Road conditions,City street,94,False,Icy,1970-01-01 13:00:00
4366,Location_4366,2033-12-14,Low,Rain,Truck,5,2,Weather conditions,Highway,49,False,Icy,1970-01-01 12:00:00
4367,Location_4367,2033-12-15,High,Clear,Truck,7,0,Weather conditions,City street,44,False,Dry,1970-01-01 14:00:00
4368,Location_4368,2033-12-16,Medium,Snow,Car,7,2,Road conditions,City street,99,False,Wet,1970-01-01 14:00:00
4369,Location_4369,2033-12-17,Medium,Rain,Motorcycle,6,0,Weather conditions,Rural road,77,False,Wet,1970-01-01 12:00:00
4370,Location_4370,2033-12-18,Medium,Clear,Motorcycle,4,2,Human error,City street,76,False,Icy,1970-01-01 03:00:00
4371,Location_4371,2033-12-19,Medium,Snow,Truck,1,0,Road conditions,City street,82,True,Dry,1970-01-01 03:00:00
4372,Location_4372,2033-12-20,Low,Snow,Car,9,1,Human error,City street,56,False,Wet,1970-01-01 04:00:00
4373,Location_4373,2033-12-21,Low,Snow,Motorcycle,9,2,Weather conditions,Rural road,77,True,Dry,1970-01-01 02:00:00
4374,Location_4374,2033-12-22,High,Rain,Motorcycle,4,1,Weather conditions,Highway,47,True,Icy,1970-01-01 11:00:00
4375,Location_4375,2033-12-23,High,Rain,Truck,6,1,Weather conditions,Highway,46,False,Icy,1970-01-01 19:00:00
4376,Location_4376,2033-12-24,Medium,Snow,Car,6,1,Road conditions,City street,89,False,Icy,1970-01-01 11:00:00
4377,Location_4377,2033-12-25,Low,Snow,Motorcycle,1,2,Weather conditions,City street,56,False,Icy,1970-01-01 19:00:00
4378,Location_4378,2033-12-26,Medium,Snow,Truck,6,1,Human error,Highway,25,False,Wet,1970-01-01 06:00:00
4379,Location_4379,2033-12-27,High,Snow,Truck,5,0,Human error,City street,96,False,Icy,1970-01-01 06:00:00
4380,Location_4380,2033-12-28,High,Snow,Truck,6,2,Road conditions,Highway,81,False,Wet,1970-01-01 00:00:00
4381,Location_4381,2033-12-29,Medium,Snow,Truck,7,1,Human error,Rural road,52,True,Wet,1970-01-01 11:00:00
4382,Location_4382,2033-12-30,High,Clear,Motorcycle,3,2,Road conditions,City street,97,True,Dry,1970-01-01 02:00:00
4383,Location_4383,2033-12-31,Medium,Snow,Car,0,1,Road conditions,City street,59,False,Icy,1970-01-01 14:00:00
4384,Location_4384,2034-01-01,Low,Rain,Truck,7,0,Weather conditions,Highway,60,True,Wet,1970-01-01 08:00:00
4385,Location_4385,2034-01-02,Medium,Rain,Truck,7,2,Human error,Highway,61,True,Dry,1970-01-01 21:00:00
4386,Location_4386,2034-01-03,Low,Rain,Motorcycle,2,2,Human error,Rural road,28,True,Dry,1970-01-01 21:00:00
4387,Location_4387,2034-01-04,Low,Snow,Truck,2,1,Human error,City street,37,True,Icy,1970-01-01 19:00:00
4388,Location_4388,2034-01-05,High,Rain,Truck,4,0,Weather conditions,Highway,34,True,Icy,1970-01-01 08:00:00
4389,Location_4389,2034-01-06,High,Clear,Car,2,2,Road conditions,Rural road,23,True,Dry,1970-01-01 13:00:00
4390,Location_4390,2034-01-07,High,Snow,Truck,4,1,Human error,Highway,53,False,Wet,1970-01-01 02:00:00
4391,Location_4391,2034-01-08,Medium,Rain,Motorcycle,7,0,Human error,Highway,81,True,Icy,1970-01-01 07:00:00
4392,Location_4392,2034-01-09,Medium,Clear,Car,0,0,Human error,Rural road,57,True,Dry,1970-01-01 05:00:00
4393,Location_4393,2034-01-10,High,Clear,Motorcycle,1,0,Human error,Rural road,90,True,Dry,1970-01-01 11:00:00
4394,Location_4394,2034-01-11,Medium,Rain,Car,1,0,Weather conditions,Rural road,42,True,Wet,1970-01-01 01:00:00
4395,Location_4395,2034-01-12,High,Clear,Car,3,2,Road conditions,Rural road,39,False,Wet,1970-01-01 02:00:00
4396,Location_4396,2034-01-13,Medium,Rain,Truck,8,2,Human error,Rural road,75,True,Dry,1970-01-01 13:00:00
4397,Location_4397,2034-01-14,Low,Clear,Truck,1,0,Human error,Rural road,72,False,Wet,1970-01-01 16:00:00
4398,Location_4398,2034-01-15,Low,Snow,Truck,8,1,Road conditions,City street,21,True,Icy,1970-01-01 02:00:00
4399,Location_4399,2034-01-16,High,Snow,Motorcycle,6,1,Weather conditions,Rural road,40,False,Dry,1970-01-01 03:00:00
4400,Location_4400,2034-01-17,Medium,Snow,Truck,9,0,Weather conditions,City street,95,True,Wet,1970-01-01 14:00:00
4401,Location_4401,2034-01-18,Medium,Snow,Truck,7,0,Weather conditions,Highway,61,True,Wet,1970-01-01 21:00:00
4402,Location_4402,2034-01-19,Low,Snow,Car,0,1,Weather conditions,Highway,76,True,Wet,1970-01-01 06:00:00
4403,Location_4403,2034-01-20,Low,Rain,Truck,4,0,Human error,Rural road,68,False,Wet,1970-01-01 18:00:00
4404,Location_4404,2034-01-21,High,Snow,Truck,8,0,Road conditions,Highway,29,False,Dry,1970-01-01 13:00:00
4405,Location_4405,2034-01-22,Low,Snow,Truck,3,2,Road conditions,Rural road,91,False,Wet,1970-01-01 15:00:00
4406,Location_4406,2034-01-23,High,Snow,Truck,1,2,Road conditions,Rural road,80,False,Icy,1970-01-01 12:00:00
4407,Location_4407,2034-01-24,Low,Snow,Car,5,0,Weather conditions,City street,40,True,Icy,1970-01-01 22:00:00
4408,Location_4408,2034-01-25,Low,Clear,Truck,1,0,Weather conditions,Highway,79,True,Dry,1970-01-01 19:00:00
4409,Location_4409,2034-01-26,Medium,Snow,Car,2,2,Road conditions,Rural road,32,False,Dry,1970-01-01 16:00:00
4410,Location_4410,2034-01-27,Low,Snow,Motorcycle,7,0,Human error,Highway,67,True,Icy,1970-01-01 16:00:00
4411,Location_4411,2034-01-28,Low,Rain,Truck,2,2,Weather conditions,City street,59,True,Icy,1970-01-01 23:00:00
4412,Location_4412,2034-01-29,High,Clear,Truck,1,2,Human error,Highway,82,True,Dry,1970-01-01 09:00:00
4413,Location_4413,2034-01-30,Low,Rain,Truck,5,1,Road conditions,City street,95,False,Icy,1970-01-01 06:00:00
4414,Location_4414,2034-01-31,High,Snow,Car,2,2,Weather conditions,City street,28,False,Icy,1970-01-01 19:00:00
4415,Location_4415,2034-02-01,Low,Rain,Truck,0,1,Human error,City street,76,True,Dry,1970-01-01 16:00:00
4416,Location_4416,2034-02-02,Low,Rain,Truck,2,1,Weather conditions,Rural road,70,False,Dry,1970-01-01 21:00:00
4417,Location_4417,2034-02-03,High,Snow,Motorcycle,5,2,Road conditions,Rural road,59,False,Wet,1970-01-01 11:00:00
4418,Location_4418,2034-02-04,Medium,Clear,Car,2,0,Road conditions,Highway,95,False,Wet,1970-01-01 10:00:00
4419,Location_4419,2034-02-05,High,Clear,Car,8,2,Road conditions,Rural road,92,False,Icy,1970-01-01 09:00:00
4420,Location_4420,2034-02-06,High,Rain,Motorcycle,6,1,Human error,Rural road,83,True,Dry,1970-01-01 22:00:00
4421,Location_4421,2034-02-07,High,Snow,Car,4,2,Weather conditions,Highway,89,False,Wet,1970-01-01 21:00:00
4422,Location_4422,2034-02-08,Medium,Rain,Truck,1,2,Weather conditions,City street,83,False,Icy,1970-01-01 21:00:00
4423,Location_4423,2034-02-09,Low,Rain,Truck,8,1,Weather conditions,City street,44,True,Icy,1970-01-01 07:00:00
4424,Location_4424,2034-02-10,High,Rain,Motorcycle,4,2,Road conditions,Highway,47,False,Icy,1970-01-01 14:00:00
4425,Location_4425,2034-02-11,High,Snow,Car,6,2,Human error,Rural road,29,True,Icy,1970-01-01 21:00:00
4426,Location_4426,2034-02-12,Medium,Snow,Car,8,1,Road conditions,Highway,47,True,Dry,1970-01-01 17:00:00
4427,Location_4427,2034-02-13,High,Clear,Car,3,0,Road conditions,Highway,55,False,Icy,1970-01-01 22:00:00
4428,Location_4428,2034-02-14,Low,Snow,Motorcycle,8,1,Human error,Rural road,30,True,Wet,1970-01-01 12:00:00
4429,Location_4429,2034-02-15,Medium,Rain,Truck,0,1,Road conditions,Highway,40,True,Dry,1970-01-01 15:00:00
4430,Location_4430,2034-02-16,Low,Rain,Motorcycle,5,2,Road conditions,Rural road,45,False,Icy,1970-01-01 12:00:00
4431,Location_4431,2034-02-17,Low,Clear,Truck,1,1,Weather conditions,Rural road,37,False,Wet,1970-01-01 03:00:00
4432,Location_4432,2034-02-18,Medium,Snow,Motorcycle,7,2,Human error,Highway,87,False,Wet,1970-01-01 10:00:00
4433,Location_4433,2034-02-19,High,Rain,Truck,4,2,Human error,City street,60,True,Dry,1970-01-01 18:00:00
4434,Location_4434,2034-02-20,Low,Clear,Car,2,2,Weather conditions,Rural road,34,True,Dry,1970-01-01 07:00:00
4435,Location_4435,2034-02-21,Low,Clear,Car,1,1,Human error,City street,42,True,Dry,1970-01-01 09:00:00
4436,Location_4436,2034-02-22,Low,Rain,Car,7,1,Weather conditions,Rural road,60,True,Wet,1970-01-01 11:00:00
4437,Location_4437,2034-02-23,Low,Rain,Motorcycle,6,2,Road conditions,City street,25,True,Wet,1970-01-01 20:00:00
4438,Location_4438,2034-02-24,Medium,Snow,Motorcycle,8,0,Human error,Highway,90,True,Icy,1970-01-01 19:00:00
4439,Location_4439,2034-02-25,Medium,Clear,Motorcycle,7,0,Human error,Rural road,79,False,Dry,1970-01-01 10:00:00
4440,Location_4440,2034-02-26,Low,Rain,Car,3,1,Road conditions,Highway,98,True,Dry,1970-01-01 19:00:00
4441,Location_4441,2034-02-27,High,Clear,Truck,1,2,Road conditions,Highway,71,True,Dry,1970-01-01 20:00:00
4442,Location_4442,2034-02-28,Low,Snow,Car,1,2,Human error,Highway,28,False,Dry,1970-01-01 03:00:00
4443,Location_4443,2034-03-01,High,Rain,Car,1,1,Human error,Rural road,49,True,Wet,1970-01-01 18:00:00
4444,Location_4444,2034-03-02,Low,Snow,Truck,5,0,Human error,Highway,63,True,Dry,1970-01-01 19:00:00
4445,Location_4445,2034-03-03,High,Clear,Truck,6,1,Weather conditions,Highway,81,True,Wet,1970-01-01 09:00:00
4446,Location_4446,2034-03-04,Low,Snow,Truck,5,1,Human error,Rural road,62,False,Wet,1970-01-01 14:00:00
4447,Location_4447,2034-03-05,High,Snow,Truck,1,2,Human error,Highway,47,False,Dry,1970-01-01 12:00:00
4448,Location_4448,2034-03-06,Low,Clear,Car,3,1,Road conditions,Rural road,27,False,Wet,1970-01-01 12:00:00
4449,Location_4449,2034-03-07,Low,Snow,Motorcycle,2,0,Road conditions,Highway,70,False,Wet,1970-01-01 20:00:00
4450,Location_4450,2034-03-08,High,Clear,Car,3,1,Weather conditions,City street,49,True,Dry,1970-01-01 17:00:00
4451,Location_4451,2034-03-09,Medium,Rain,Truck,4,2,Road conditions,Highway,30,True,Dry,1970-01-01 06:00:00
4452,Location_4452,2034-03-10,High,Clear,Motorcycle,6,0,Human error,City street,39,False,Icy,1970-01-01 13:00:00
4453,Location_4453,2034-03-11,Medium,Clear,Motorcycle,8,2,Human error,Rural road,50,True,Wet,1970-01-01 04:00:00
4454,Location_4454,2034-03-12,Low,Rain,Car,1,1,Weather conditions,City street,53,True,Wet,1970-01-01 08:00:00
4455,Location_4455,2034-03-13,High,Clear,Car,7,1,Road conditions,Rural road,31,True,Icy,1970-01-01 21:00:00
4456,Location_4456,2034-03-14,High,Rain,Car,2,1,Road conditions,Highway,67,False,Icy,1970-01-01 16:00:00
4457,Location_4457,2034-03-15,High,Rain,Motorcycle,8,2,Road conditions,City street,47,True,Dry,1970-01-01 04:00:00
4458,Location_4458,2034-03-16,Medium,Clear,Motorcycle,9,1,Weather conditions,Highway,86,False,Icy,1970-01-01 15:00:00
4459,Location_4459,2034-03-17,Medium,Snow,Motorcycle,3,0,Road conditions,City street,82,True,Dry,1970-01-01 08:00:00
4460,Location_4460,2034-03-18,Low,Snow,Truck,2,0,Road conditions,Rural road,67,True,Dry,1970-01-01 16:00:00
4461,Location_4461,2034-03-19,Medium,Rain,Truck,9,2,Road conditions,Rural road,61,False,Dry,1970-01-01 17:00:00
4462,Location_4462,2034-03-20,Medium,Snow,Car,5,2,Human error,Rural road,71,False,Wet,1970-01-01 02:00:00
4463,Location_4463,2034-03-21,Low,Snow,Motorcycle,9,2,Weather conditions,Rural road,24,True,Wet,1970-01-01 04:00:00
4464,Location_4464,2034-03-22,High,Clear,Car,8,1,Human error,Highway,96,False,Dry,1970-01-01 21:00:00
